employee_name,user_id,Domain,Email,Role
Pamela D Sellers,PDS0896,dtaa.com,Pamela.D.Sellers@dtaa.com,Technician
Adele M Sloan,AMS0897,dtaa.com,Adele.M.Sloan@dtaa.com,Technician
Nola N Shields,NNS0898,dtaa.com,Nola.N.Shields@dtaa.com,Tradesman
Brielle C Mays,BCM0899,dtaa.com,Brielle.C.Mays@dtaa.com,Senior Manger
Claire M Massey,CMM0900,dtaa.com,Claire.M.Massey@dtaa.com,Engineer
Nita I Cooper,NIC0901,dtaa.com,Nita.I.Cooper@dtaa.com,Technician
Joshua R Mcclain,JRM0902,dtaa.com,Joshua.R.Mcclain@dtaa.com,Technician
Daria B Fletcher,DBF0903,dtaa.com,Daria.B.Fletcher@dtaa.com,Tradesman
Ivan K Hatfield,IKH0904,dtaa.com,Ivan.K.Hatfield@dtaa.com,Engineer
Alma E Greene,AEG0905,dtaa.com,Alma.E.Greene@dtaa.com,Engineer
Jane M Rose,JMR0906,dtaa.com,Jane.M.Rose@dtaa.com,Administrative Staff
Seth J Hardy,SJH0907,dtaa.com,Seth.J.Hardy@dtaa.com,Technician
Burke R Barber,BRB0908,dtaa.com,Burke.R.Barber@dtaa.com,Foreman
William F Harris,WFH0909,dtaa.com,William.F.Harris@dtaa.com,Foreman
Nasim S Phillips,NSP0910,dtaa.com,Nasim.S.Phillips@dtaa.com,Administrative Staff
Blair F Vasquez,BFV0911,dtaa.com,Blair.F.Vasquez@dtaa.com,Engineer
Boris C Henry,BCH0912,dtaa.com,Boris.C.Henry@dtaa.com,Engineer
Sybil M Ware,SMW0913,dtaa.com,Sybil.M.Ware@dtaa.com,Administrative Staff
Mariam I Casey,MIC0914,dtaa.com,Mariam.I.Casey@dtaa.com,Tradesman
Dennis D Davenport,DDD0915,dtaa.com,Dennis.D.Davenport@dtaa.com,Technician
Denise R Davidson,DRD0916,dtaa.com,Denise.R.Davidson@dtaa.com,VP
Andrew J Spencer,AJS0917,dtaa.com,Andrew.J.Spencer@dtaa.com,Senior Manger
Aiko F Newton,AFN0918,dtaa.com,Aiko.F.Newton@dtaa.com,Technician
Gannon K Cantrell,GKC0919,dtaa.com,Gannon.K.Cantrell@dtaa.com,Foreman
Kennedy Y Hill,KYH0920,dtaa.com,Kennedy.Y.Hill@dtaa.com,Foreman
Candice A Hunter,CAH0921,dtaa.com,Candice.A.Hunter@dtaa.com,Administrative Staff
Yoshio C Dawson,YCD0922,dtaa.com,Yoshio.C.Dawson@dtaa.com,Technician
Tyrone E Rhodes,TER0923,dtaa.com,Tyrone.E.Rhodes@dtaa.com,Technician
Addison A Kirk,AAK0924,dtaa.com,Addison.A.Kirk@dtaa.com,Engineer
Neville Q Clayton,NQC0925,dtaa.com,Neville.Q.Clayton@dtaa.com,Janitor
Avye H Sellers,AHS0926,dtaa.com,Avye.H.Sellers@dtaa.com,VP
Kimberly S Patel,KSP0927,dtaa.com,Kimberly.S.Patel@dtaa.com,Engineer
Knox D Cobb,KDC0928,dtaa.com,Knox.D.Cobb@dtaa.com,Security
Hayfa I Potts,HIP0929,dtaa.com,Hayfa.I.Potts@dtaa.com,Tradesman
Jamal L Leonard,JLL0930,dtaa.com,Jamal.L.Leonard@dtaa.com,Foreman
Fulton H Maldonado,FHM0931,dtaa.com,Fulton.H.Maldonado@dtaa.com,Janitor
Mariko B Zamora,MBZ0932,dtaa.com,Mariko.B.Zamora@dtaa.com,Technician
Felicia E Sanchez,FES0933,dtaa.com,Felicia.E.Sanchez@dtaa.com,Tradesman
Cedric R Jackson,CRJ0934,dtaa.com,Cedric.R.Jackson@dtaa.com,Foreman
Ramona L Simpson,RLS0935,dtaa.com,Ramona.L.Simpson@dtaa.com,Administrative Staff
Talon L Vinson,TLV0936,dtaa.com,Talon.L.Vinson@dtaa.com,Senior Manger
Dieter N Stewart,DNS0937,dtaa.com,Dieter.N.Stewart@dtaa.com,Tradesman
Raphael I Mccarthy,RIM0938,dtaa.com,Raphael.I.Mccarthy@dtaa.com,Engineer
Nola A Winters,NAW0939,dtaa.com,Nola.A.Winters@dtaa.com,Tradesman
Jonathan D Malone,JDM0940,dtaa.com,Jonathan.D.Malone@dtaa.com,Administrative Staff
Quynn L Walter,QLW0941,dtaa.com,Quynn.L.Walter@dtaa.com,Administrative Staff
Lael I Delgado,LID0942,dtaa.com,Lael.I.Delgado@dtaa.com,Of Council
Basil M Kinney,BMK0943,dtaa.com,Basil.M.Kinney@dtaa.com,Engineer
Lani S Vance,LSV0944,dtaa.com,Lani.S.Vance@dtaa.com,Technician
Kathleen K Walter,KKW0945,dtaa.com,Kathleen.K.Walter@dtaa.com,Tradesman
Lance B Duffy,LBD0946,dtaa.com,Lance.B.Duffy@dtaa.com,Project Manager
McKenzie A Merritt,MAM0947,dtaa.com,McKenzie.A.Merritt@dtaa.com,Technician
Ashton R Parsons,ARP0948,dtaa.com,Ashton.R.Parsons@dtaa.com,Security
Germaine M Strickland,GMS0949,dtaa.com,Germaine.M.Strickland@dtaa.com,Tradesman
Clinton N Short,CNS0950,dtaa.com,Clinton.N.Short@dtaa.com,Foreman
Chelsea A Osborn,CAO0951,dtaa.com,Chelsea.A.Osborn@dtaa.com,Technician
Len A Morse,LAM0952,dtaa.com,Len.A.Morse@dtaa.com,Senior Manger
Solomon H Torres,SHT0953,dtaa.com,Solomon.H.Torres@dtaa.com,Administrative Assistant
Suki A Michael,SAM0954,dtaa.com,Suki.A.Michael@dtaa.com,Administrative Staff
Jenette M Rutledge,JMR0955,dtaa.com,Jenette.M.Rutledge@dtaa.com,Administrative Staff
Maisie N Burton,MNB0956,dtaa.com,Maisie.N.Burton@dtaa.com,Technician
Price T Holder,PTH0957,dtaa.com,Price.T.Holder@dtaa.com,Administrative Staff
Hedy P French,HPF0958,dtaa.com,Hedy.P.French@dtaa.com,Senior Manger
Carlos P Moore,CPM0959,dtaa.com,Carlos.P.Moore@dtaa.com,Foreman
Kimberley T Marks,KTM0960,dtaa.com,Kimberley.T.Marks@dtaa.com,Tradesman
Lois D Bradshaw,LDB0961,dtaa.com,Lois.D.Bradshaw@dtaa.com,Project Manager
Raja E Sutton,RES0962,dtaa.com,Raja.E.Sutton@dtaa.com,Senior Manger
Allistair B Harper,ABH0963,dtaa.com,Allistair.B.Harper@dtaa.com,Administrative Assistant
Uriah B Hunter,UBH0964,dtaa.com,Uriah.B.Hunter@dtaa.com,Engineer
Ian M Wilson,IMW0965,dtaa.com,Ian.M.Wilson@dtaa.com,Engineer
Rachel L Savage,RLS0966,dtaa.com,Rachel.L.Savage@dtaa.com,Tradesman
Yuri C Burnett,YCB0967,dtaa.com,Yuri.C.Burnett@dtaa.com,Tradesman
Russell A Hunt,RAH0968,dtaa.com,Russell.A.Hunt@dtaa.com,Engineer
April K Meadows,AKM0969,dtaa.com,April.K.Meadows@dtaa.com,Technician
William A Blackburn,WAB0970,dtaa.com,William.A.Blackburn@dtaa.com,Administrative Assistant
Xavier K Rich,XKR0971,dtaa.com,Xavier.K.Rich@dtaa.com,Security
Emi O Stone,EOS0972,dtaa.com,Emi.O.Stone@dtaa.com,Administrative Staff
Benedict T Williamson,BTW0973,dtaa.com,Benedict.T.Williamson@dtaa.com,Tradesman
Buffy F Osborn,BFO0974,dtaa.com,Buffy.F.Osborn@dtaa.com,Project Manager
Cooper A Montoya,CAM0975,dtaa.com,Cooper.A.Montoya@dtaa.com,Foreman
Courtney A Wright,CAW0976,dtaa.com,Courtney.A.Wright@dtaa.com,Tradesman
Avye R Richard,ARR0977,dtaa.com,Avye.R.Richard@dtaa.com,Administrative Staff
Ann J Sykes,AJS0978,dtaa.com,Ann.J.Sykes@dtaa.com,Engineer
Todd R Todd,TRT0979,dtaa.com,Todd.R.Todd@dtaa.com,Engineer
Zahir B Hale,ZBH0980,dtaa.com,Zahir.B.Hale@dtaa.com,Administrative Assistant
Hamilton S Holden,HSH0981,dtaa.com,Hamilton.S.Holden@dtaa.com,Administrative Staff
Paki R Riddle,PRR0982,dtaa.com,Paki.R.Riddle@dtaa.com,Foreman
Kyle B Bond,KBB0983,dtaa.com,Kyle.B.Bond@dtaa.com,Engineer
Orla L Reed,OLR0984,dtaa.com,Orla.L.Reed@dtaa.com,Technician
MacKensie C Farmer,MCF0985,dtaa.com,MacKensie.C.Farmer@dtaa.com,Engineer
Dana O Odom,DOO0986,dtaa.com,Dana.O.Odom@dtaa.com,Tradesman
Knox C Hughes,KCH0987,dtaa.com,Knox.C.Hughes@dtaa.com,Foreman
Marah H Morrow,MHM0988,dtaa.com,Marah.H.Morrow@dtaa.com,Tradesman
Jonathan T Travis,JTT0989,dtaa.com,Jonathan.T.Travis@dtaa.com,IT Admin
Dillon S Medina,DSM0990,dtaa.com,Dillon.S.Medina@dtaa.com,IT Admin
Isaiah R Chen,IRC0991,dtaa.com,Isaiah.R.Chen@dtaa.com,IT Admin
Brock J Morrison,BJM0992,dtaa.com,Brock.J.Morrison@dtaa.com,IT Admin
Aurora R Savage,ARS0993,dtaa.com,Aurora.R.Savage@dtaa.com,IT Admin
Carson G Mckenzie,CGM0994,dtaa.com,Carson.G.Mckenzie@dtaa.com,IT Admin
Colt L Ballard,CLB0995,dtaa.com,Colt.L.Ballard@dtaa.com,IT Admin
Cedric R Carson,CRC0996,dtaa.com,Cedric.R.Carson@dtaa.com,IT Admin
Kathleen E Everett,KEE0997,dtaa.com,Kathleen.E.Everett@dtaa.com,IT Admin
Jermaine C Conrad,JCC0998,dtaa.com,Jermaine.C.Conrad@dtaa.com,IT Admin
Castor L Nelson,CLN0999,dtaa.com,Castor.L.Nelson@dtaa.com,IT Admin
Ezekiel L Dickerson,ELD1000,dtaa.com,Ezekiel.L.Dickerson@dtaa.com,IT Admin
